# x_m,y_m,w_tr_right_m,w_tr_left_m
1755.596575,492.723749,78.419,61.581
1732.814095,482.033067,77.490,62.510
1707.897837,477.321505,76.839,63.161
1682.831179,478.528114,75.809,64.191
1658.223373,483.814331,74.484,65.516
1634.388261,491.365172,73.773,66.227
1611.201563,500.419637,73.128,66.872
1588.429618,510.479865,72.445,67.555
1565.838765,521.047996,71.818,68.182
1543.217988,531.671453,71.285,68.715
1520.523488,542.232019,70.761,69.239
1497.786353,552.761219,70.229,69.771
1475.038021,563.291281,69.662,70.338
1452.309933,573.854433,69.073,70.927
1429.633527,584.482905,68.465,71.535
1407.040243,595.208925,67.838,72.162
1384.561519,606.064721,67.181,72.819
1362.228797,617.082522,66.499,73.501
1340.028136,628.232402,65.784,74.216
1317.764008,639.235705,65.108,74.892
1295.195467,649.751567,64.523,75.477
1272.081567,659.439124,64.035,75.965
1248.203093,667.943663,63.595,76.405
1223.666430,674.702958,63.133,76.867
1198.828830,678.994904,63.575,76.425
1174.054012,680.093276,64.462,75.538
1149.706168,677.284222,65.322,74.678
1126.168013,670.335710,66.169,73.831
1103.846339,659.642075,65.908,74.092
1083.149548,645.639560,64.138,75.862
1064.486043,628.764408,62.385,77.615
1048.264227,609.452861,60.626,79.374
1034.892502,588.141161,63.976,76.024
1024.779272,565.265553,68.538,71.462
1018.332937,541.262277,72.714,67.286
1015.755835,516.556211,73.327,66.673
1015.728557,491.488300,73.416,66.584
1016.250122,466.361893,73.548,66.452
1015.316345,441.480168,73.742,66.258
1010.950938,417.148999,73.977,66.023
1002.260910,393.779187,74.255,65.745
989.759857,371.917770,74.470,65.530
974.055312,352.120881,74.535,65.465
955.754528,334.943543,74.416,65.584
935.405912,320.707203,74.317,65.683
913.426904,309.213493,74.538,65.462
890.217279,300.193910,74.944,65.056
866.176808,293.379950,75.479,64.521
841.678972,288.494198,76.018,63.982
816.903664,285.193619,76.251,63.749
791.944292,283.105862,76.317,63.683
766.893861,281.858437,76.304,63.696
741.844215,281.082744,76.232,63.768
716.842404,280.560414,76.164,63.836
691.877443,280.267705,76.108,63.892
666.934483,280.193833,76.088,63.912
641.998674,280.328014,76.109,63.891
617.055170,280.659461,76.181,63.819
592.089120,281.177391,76.306,63.694
567.085675,281.871018,76.493,63.507
542.029989,282.729558,76.737,63.263
516.924204,283.857445,76.966,63.034
491.895818,286.209009,76.901,63.099
467.193513,291.121899,76.354,63.646
444.038107,299.980923,75.465,64.535
424.369424,314.165570,74.994,65.006
409.064902,333.505135,75.373,64.627
397.599743,355.823029,75.990,64.010
388.937035,379.270150,75.934,64.066
381.113521,403.021124,75.641,64.359
372.697325,426.601322,75.504,64.496
363.712828,450.009333,75.475,64.525
354.380207,473.307366,75.506,64.494
344.919638,496.557632,75.492,64.508
335.551296,519.822344,75.627,64.373
326.495358,543.163712,75.673,64.327
317.971999,566.643948,75.680,64.320
310.201397,590.325262,75.661,64.339
303.393323,614.266300,75.609,64.391
297.602890,638.472679,75.550,64.450
292.766642,662.909371,75.503,64.497
288.818108,687.540310,74.898,65.102
285.690811,712.329429,74.176,65.824
283.318278,737.240664,73.478,66.522
281.634035,762.237947,72.801,67.199
280.571609,787.285214,72.424,67.576
280.064524,812.346399,72.349,67.651
280.046338,837.388863,72.268,67.732
280.450848,862.405188,72.180,67.820
281.211953,887.399222,72.082,67.918
282.263555,912.374867,71.980,68.020
283.539555,937.336023,71.858,68.142
284.973855,962.286590,71.732,68.268
286.500356,987.230469,71.598,68.402
288.052960,1012.171560,71.454,68.546
289.565666,1037.113758,71.318,68.682
290.993221,1062.059806,71.176,68.824
292.336548,1087.009879,71.037,68.963
293.602802,1111.963806,70.903,69.097
294.799138,1136.921419,70.780,69.220
295.932710,1161.882545,70.652,69.348
297.010674,1186.847014,70.531,69.469
298.040184,1211.814657,70.409,69.591
299.028394,1236.785303,70.285,69.715
299.982460,1261.758780,70.164,69.836
300.909536,1286.734920,70.051,69.949
301.816778,1311.713552,69.931,70.069
302.711339,1336.694504,69.817,70.183
303.600375,1361.677607,69.702,70.298
304.491041,1386.662691,69.583,70.417
305.390491,1411.649584,69.475,70.525
306.305880,1436.638117,69.356,70.644
